JOU,285
PHL,627
LTN,875
MUE,482
MGT,46
AST,899
HIT,377
FAP,967
ACO,343
IAF,965
IAF,555
NGO,447
MUM,941
SOL,14
SOL,716
FPA,829
ECN,620
MAD,598
PRM,237
HIT,795
MEN,329
ARB,102
HTM,644
CJS,104
INT,729
PSL,764
LAW,133
INT,290
HEA,86
LTN,938
INT,6
REG,983
BAF,742
CPL,153
IDP,316
MAT,28
PHL,599
FPA,880
LIR,312
NUR,990
NUR,105
HEA,50
PRM,536
MGT,652
MUA,697
FPA,36
BIO,223
REG,2
PRM,356
GIS,438
LIR,635
MUM,245
MLU,391
BAD,805
GDP,805
IDP,790
GEO,989
BAD,47
POS,998
IAF,541
CPL,724
PDP,285
FEN,863
HTM,274
FPA,497
ITL,558
REG,811
OPR,47
EDU,598
MUS,559
PHL,id
GIS,765
EDU,388
MIS,418
ARP,734
LAW,413
BAD,261
MEN,862
REG,85
HIT,164
FTP,963
MRK,832
FEN,700
HCM,392
GIS,437
EPM,53
PRM,262
PAD,872
CSC,760
NUR,614
COA,599
RMC,859
ARP,480
ENR,265
EPM,311
MUE,649
SPA,707
OPR,699
GIS,980
POS,600
MAA,906
MUS,223
FPA,185
EPM,1
HIT,607
MLT,765
EPM,769
LTN,230
TRA,592
GEO,691
FRC,898
CHM,209
COA,140
ADM,97
ARP,623
AST,472
MLU,697
OPR,182
IAF,613
ARP,803
MAD,85
STA,452
GIS,880
JOU,641
AMS,931
HTM,314
CJS,686
ECN,433
NUR,278
FAP,780
PAD,30
CJS,490
PAD,105
MEN,287
ENG,407
ENG,174
MAT,52
CSC,475
AMS,287
CHM,440
ENG,750
PAD,765
PDP,649
ITL,739
BIO,866
GEO,855
LTN,808
LAW,735
HIT,255
BIO,115
MAT,270
FPA,421
CJS,447
NGO,918
MLU,625
GEO,869
MUM,142
FAC,182
ARP,54
EDU,938
IAF,449
IDP,700
PAD,300
FRC,945
HSM,479
MUS,317
BAF,35
GIS,462
MUM,546
FAC,50
GEM,595
FTP,311
ADM,901
HEA,179
EDU,544
IAF,342
STA,473
MRK,390
PDP,330
PSL,775
MUS,462
MUE,185
POS,609
CSC,137
ENL,758
GIS,891
BIO,96
MUE,123
SPA,160
ENL,162
BIO,432
HCM,918
OPR,656
MAD,452
ADM,593
BAD,132
ARP,486
PDP,799
FAC,993
NGO,440
FPA,525
AMS,889
MRK,341
PES,130
ITL,481
ECN,498
ARP,697
MLT,234
SOL,366
CPL,337
NTR,840
INT,327
PRM,38
EEN,855
CSC,366
MUM,834
MRK,260
POS,655
FAC,195
TTM,518
HEA,105
INT,76
FAP,553
AMS,19
ITL,933
AMS,554
BAF,629
PDP,882
MAT,142
TRA,66
LAW,996
BAD,621
PHL,194
CHM,636
PHS,126
NUR,963
CHM,871
HUT,18
ACS,526
MUE,640
HCM,29
PES,129
MEN,647
ARB,803
FAC,497
POS,547
PHS,840
GIS,916
POS,637
GEO,330
TRA,874
LAW,33
EPM,98
CPL,1000
IAF,887
CEN,62
TTM,653
NTR,369
HCM,568
MEN,759
NTR,12
IDP,108
ACO,753
ITL,607
EEN,295
FAC,684
ADM,888
PES,2
MUE,865
MIS,23
MEN,987
BIO,337
COA,38
FTP,300
FEN,330
FAC,102
POS,670
POS,877
CHM,981
OPR,289
NUR,681
PSL,905
GIS,398
MGT,182
INL,740
MUM,921
CJS,50
MEN,378
INL,648
PHL,364
FEN,228
MUA,758
IAF,35
STA,288
RMC,588
STA,465
AMS,48
BAD,728
ENS,4
FBM,662
FAP,122
NTR,594
GDP,193
ENR,490
IDP,275
HCM,635
MAT,27
RMC,699
JOU,949
FAP,687
FTP,206
GEM,576
MIS,238
CEN,296
ARB,248
MLT,949
BAD,247
MUE,832
MAA,28
AST,862
ENR,324
MIS,58
REG,777
LTN,791
STA,362
EDU,164
HEA,415
FAC,348
MAD,955
GIS,584
PSL,371
IAF,10
GEO,377
HCM,64
BAF,863
MEN,864
HEA,93
PHL,260
ACO,757
FAC,225
MAD,539
GDP,215
JOU,511
HUT,370
MUM,459
EPM,436
GEO,723
FAP,124
INT,781
ITL,874
STA,333
FTP,753
INL,540
ENS,196
HCM,242
EPM,812
MEN,828
AST,113
FAP,834
CJS,623
HCM,571
NTR,521
SPA,69
BAD,991
STA,346
MLT,413
TTM,45
ECN,493
GIS,801
FPA,675
TRA,235
STA,416
TRA,566
RMC,883
HIT,278
ARB,776
PDP,616
ADM,903
CHM,225
LIR,479
LTN,726
CJS,800
GEO,74
FAC,284
LTN,409
JOU,634
OPR,450
GEM,859
FAC,546
FBM,152
EDU,771
MGT,630
SPA,576
FTP,221
SOL,160
MUS,93
HTM,615
SPA,281
CHM,250
CSC,896
MAD,193
FBM,377
ARP,898
ARP,8
EEN,237
CPL,854
PHL,313
PHS,443
BAD,639
MIS,211
MRK,847
BAF,291
FRC,220
HUT,959
CJS,699
SOL,371
BIO,752
MLT,958
MIS,942
PAD,552
GIS,65
PAD,56
ECN,682
MAD,581
LTN,21
ENL,974
TRA,118
CPL,32
HIT,772
NUR,402
CEN,398
HCM,680
SOL,428
HTM,581
LTN,920
GEO,30
LAW,346
CSC,800
TTM,189
MGT,476
POS,174
MLU,754
ARB,490
RMC,627
MAT,268
HTM,341
TTM,85
HUT,469
SPA,654
PRM,928
MGT,334
GEM,545
BAD,585
HSM,854
IAF,49
MAD,81
MRK,704
ENL,454
MLU,953
ENL,500
BAF,879
HIT,130
ENR,737
MUM,410
BAF,276
FAC,273
LIR,287
GEM,353
STA,514
GEM,492
MAD,188
ARP,89
HSM,339
MUA,989
SOL,259
NUR,967
FEN,520
TRA,239
MAD,206
AST,693
FPA,691
PHL,958
ECN,588
HTM,229
CSC,972
GDP,563
GIS,985
ENL,106
ENS,398
ACO,759
POS,358
CJS,43
TRA,876
FPA,137
MAD,947
PSL,380
EPM,705
SPA,32
IDP,471
EPM,334
HSM,571
FAP,665
TTM,588
EDU,955
BAD,582
ACS,295
MLT,593
PRM,666
FAP,552
BAD,190
ADM,531
ACO,467
RMC,441
INT,36
HCM,828
FBM,456
ENL,354
GEM,370
PRM,88
OPR,785
INL,19
POS,463
FPA,454
HCM,674
LAW,351
CJS,35
CSC,861
SPA,872
AST,234
HEA,572
GEM,876
INT,921
TTM,788
ACS,84
HEA,534
TTM,877
EDU,285
ENG,749
GEM,563
FTP,331
MRK,14
FAC,790
MUM,160
MAT,773
AST,97
PAD,518
SPA,938
RMC,561
HEA,64
STA,239
EPM,301
FAC,572
EDU,324
HUT,120
MRK,799
FAC,209
RMC,724
HIT,269
FBM,814
EPM,465
PAD,119
FAC,4
ENL,502
GEO,727
INL,386
ECN,482
RMC,607
MUS,299
HTM,63
GDP,244
LIR,773
AST,276
ENR,1000
TRA,678
MEN,902
CPL,249
BAD,298
PES,448
FEN,663
TRA,916
FTP,587
GEO,253
FBM,374
MGT,437
NGO,557
POS,486
MUA,328
AMS,245
PHS,355
MLT,966
TTM,668
COA,10
PSL,766
BAD,218
TRA,360
TRA,870
GEM,805
ACS,312
HSM,12
TRA,675
ENR,42
COA,441
AMS,352
ENL,887
PSL,868
ACS,291
SPA,54
MUS,794
CPL,368
PES,896
SPA,976
NUR,486
HEA,575
FAC,924
MEN,787
PHS,277
FAP,917
ITL,300
RMC,302
MUA,206
MEN,895
IDP,513
ENL,744
PHL,913
FTP,91
GEM,253
HCM,845
LIR,997
MAD,602
MUS,140
GIS,986
CEN,59
INT,686
AMS,360
MUE,925
GIS,415
NUR,691
FAC,923
MRK,434
ARB,589
MIS,861
PHL,572
MUM,833
MUS,166
ENR,869
TTM,896
MUA,481
GEO,642
POS,474
FBM,986
JOU,759
ACS,928
TTM,258
NGO,159
GIS,744
LIR,954
OPR,251
BAD,403
INT,400
POS,403
REG,903
ECN,953
PDP,370
EPM,523
ARP,502
RMC,976
FAP,985
ENG,15
ARB,424
HSM,590
MUE,789
EPM,183
ACS,639
HEA,79
CJS,226
RMC,476
EEN,458
LTN,462
PSL,563
MLT,638
NTR,79
MGT,826
HIT,673
ITL,179
ACS,258
MGT,62
HUT,92
ENS,93
LAW,678
ACS,469
NUR,482
CHM,971
AMS,693
TRA,86
EDU,747
ENR,715
ECN,71
PES,975
PAD,789
PDP,553
MAD,464
HCM,773
ADM,222
BAF,309
CPL,24
ITL,23
HIT,14
MUS,128
JOU,532
INL,596
ACS,844
PSL,247
PSL,946
ENG,617
OPR,820
PAD,302
ENL,497
CJS,564
HSM,431
ENG,626
PHL,827
CJS,929
EDU,291
MAD,162
POS,249
FPA,212
BAF,41
LIR,797
ENS,990
GDP,717
HTM,126
HSM,60
ENS,314
SPA,172
LIR,778
EEN,611
PAD,304
TTM,31
HEA,809
GEM,270
ECN,838
MEN,701
HEA,596
CJS,950
POS,685
EPM,405
PHL,992
COA,496
CHM,695
INL,802
IAF,789
ADM,442
BIO,489
ECN,7
MGT,281
FAP,175
ACS,520
FBM,919
HSM,904
GDP,195
FAP,525
ENR,783
ARP,205
CJS,412
PSL,496
IAF,74
MUE,927
MLU,869
GIS,903
MUM,61
ACS,940
NGO,739
MAT,602
MAD,600
MLU,911
PHL,175
MAA,465
BIO,850
COA,664
CEN,354
AST,281
PSL,id
HSM,536
RMC,651
MUA,790
PHL,69
JOU,19
HTM,180
INL,611
PRM,450
ENG,488
HSM,417
ENS,512
HTM,544
NUR,187
SOL,415
HTM,888
COA,237
BAD,393
TTM,741
PAD,307
FBM,286
PHL,909
LAW,479
GEO,557
FBM,262
STA,367
MRK,892
SOL,481
AST,468
HCM,468
GEO,342
JOU,188
INT,252
FRC,302
ACO,401
SOL,418
MAD,220
AMS,833
BAD,43
EDU,447
PHS,944
EEN,431
LIR,524
HCM,817
ADM,315
SOL,433
FAP,851
INT,309
AST,620
PDP,402
ACO,523
NUR,169
MAA,694
CEN,67
HCM,350
CSC,149
OPR,514
CEN,562
ADM,26
MRK,94
MAA,378
CPL,917
MAD,749
MUS,860
AMS,350
NUR,241
MLU,162
SOL,10
GEM,729
ARP,906
LAW,613
PHS,506
IDP,653
MLU,337
EEN,997
NTR,177
CPL,702
FRC,904
EPM,308
GEO,977
AMS,325
EDU,628
POS,153
TTM,786
AST,139
ENR,473
PHL,669
TRA,122
CPL,12
FPA,307
ECN,670
SPA,265
MRK,430
ACO,929
ACO,769
POS,659
GEO,116
PHS,569
MUS,640
LAW,631
IAF,950
IAF,531
TTM,495
PAD,730
BAF,176
BIO,513
MGT,981
MAD,157
HSM,45
INL,786
LTN,793
MUS,483
CPL,871
PHS,951
BAD,125
MUE,47
ARB,879
EDU,611
LIR,689
HSM,621
NGO,760
MUE,519
MUS,207
IDP,27
CSC,883
PAD,257
EDU,946
ACS,401
LIR,383
LIR,653
HUT,457
ACS,236
CSC,250
MUM,49
PHL,577
CSC,270
CJS,716
HSM,650
PSL,106
IDP,132
BIO,829
NTR,506
FAC,524
LAW,213
EPM,401
CEN,901
IDP,741
ENG,484
HEA,671
PRM,310
MRK,397
EPM,364
CJS,804
MUE,235
CHM,111
BAF,359
FAC,714
PHS,548
LIR,131
FAC,964
JOU,851
ARP,455
REG,570
BAF,400
EEN,979
ADM,440
MLT,363
REG,812
BIO,679
HTM,677
HTM,238
COA,293
SPA,942
CEN,31
MUE,309
POS,864
HIT,870
PAD,122
MUE,441
LIR,545
POS,931
ACO,872
MIS,666
IAF,371
ARB,1
PHS,642
GEO,665
AMS,800
FTP,925
HCM,272
ENG,477
HTM,127
MUS,667
EEN,1000
CPL,713
FPA,763
MGT,489
ENS,44
TRA,564
LAW,312
MUA,267
FPA,814
HUT,727
JOU,801
MLU,456
PES,313
FAC,930
TRA,56
CHM,658
ARB,749
CEN,148
GIS,141
FRC,795
GEM,926
AST,59
HTM,509
FAC,323
IDP,303
MIS,684
RMC,538
MIS,200
NUR,368
MIS,506
CJS,275
HEA,152
IAF,155
ACS,839
ACO,325
NUR,978
MLU,313
MEN,445
TRA,32
ENL,934
FAC,365
CEN,801
ENS,526
GDP,34
HSM,833
FTP,524
FPA,64
FBM,751
SPA,545
ADM,643
ACS,336
HEA,939
EDU,343
PHS,730
LIR,223
CEN,263
FAP,813
ACO,721
BIO,69
PAD,890
ENG,328
IDP,249
NUR,327
MUE,512
RMC,255
OPR,109
BIO,718
CJS,752
EPM,882
FAC,183
MAD,213
ADM,709
MAT,373
EDU,345
CSC,29
RMC,885
INT,824
MAA,373
BIO,696
MEN,637
BIO,723
CEN,227
FEN,448
BIO,311
TTM,652
ENR,798
MEN,633
ITL,336
MEN,178
COA,418
TRA,52
FAC,392
CPL,294
LIR,973
ARB,75
INT,973
HIT,346
MUE,525
ECN,211
MAA,837
GIS,783
PAD,98
IDP,964
INT,455
MRK,348
MUA,558
FAC,772
GIS,629
FRC,972
HIT,252
PHL,857
PSL,770
LAW,754
FEN,83
IDP,184
FEN,604
LAW,127
MRK,435
NUR,507
MAD,747
IDP,247
PRM,764
PSL,483
MAA,202
ACS,492
MIS,559
MUS,610
NUR,190
HSM,173
STA,748
BAF,158
OPR,798
HIT,836
ECN,143
ENS,404
MUA,332
FTP,556
IAF,797
COA,106
EDU,485
HCM,44
SOL,877
AMS,449
MIS,468
COA,705
AST,263
ENG,403
ITL,364
EEN,887
PES,835
MUM,550
MAD,36
ARB,716
HUT,420
ARP,988
CEN,704
SOL,816
NTR,777
LIR,308
FRC,166
BIO,605
ARB,469
ARP,453
EPM,118
EEN,308
PSL,812
PES,277
PSL,131
ACO,253
MGT,176
PRM,904
ARB,192
FRC,435
PHL,567
FAC,576
EDU,926
RMC,622
FPA,159
MLU,273
OPR,177
COA,303
LAW,889
SPA,107
FTP,134
BAF,404
PDP,573
BAD,386
SOL,688
FTP,353
FAC,214
MEN,45
MLU,739
ARB,304
MLT,232
MAD,42
BAD,543
CSC,53
PSL,65
MUA,810
HEA,80
MRK,727
IDP,895
HSM,792
NGO,236
ADM,711
IDP,932
ENS,286
COA,262
ENS,641
ITL,273
HIT,298
IDP,947
SPA,4
CEN,939
FAC,442
BAF,30
GIS,408
SOL,823
MUA,905
ENG,26
AMS,294
OPR,831
MRK,161
FBM,444
PRM,448
HSM,331
PHL,245
ADM,362
NGO,882
MLT,417
POS,999
ECN,544
HSM,82
AMS,512
MAA,622
CHM,229
NTR,46
MUM,361
MLT,565
HUT,612
IAF,692
EDU,60
AMS,107
PRM,90
FEN,3
MAA,870
GEM,891
CEN,414
STA,475
SOL,33
MUE,210
MAT,905
EDU,6
HSM,494
EEN,131
STA,792
MIS,851
NUR,786
TRA,161
POS,723
MUE,551
FPA,72
INL,26
IDP,692
TRA,551
ENL,310
GIS,948
HEA,929
EEN,797
HIT,625
SOL,331
BAD,195
TRA,172
ENG,598
STA,692
RMC,345
MLT,824
ENS,603
GIS,998
HTM,340
HUT,323
INT,464
POS,509
CEN,34
EEN,846
INT,361
ENS,803
CPL,367
ECN,118
HSM,284
PSL,974
PHL,711
ENL,13
FAP,15
ARP,282
GDP,631
HCM,587
MUA,663
INL,913
PHL,729
LTN,622
SPA,731
HTM,96
OPR,954
MUE,28
RMC,853
HUT,660
SPA,423
MUA,712
AMS,197
CJS,516
MEN,59
MAT,998
LIR,167
NTR,710
BIO,919
MAA,144
MLU,573
LIR,944
ENL,985
AMS,375
SPA,73
FBM,384
LAW,893
PHS,679
INT,421
FPA,438
GEM,584
MIS,254
GIS,510
LAW,77
MIS,718
ARB,907
BIO,909
FBM,807
MAA,411
CEN,240
ENL,100
TRA,774
MUE,936
GEO,209
FRC,317
ENR,574
LIR,683
JOU,910
INL,282
ECN,580
ECN,392
GEM,604
HEA,298
PHL,957
FEN,767
ENL,610
ADM,325
FTP,416
CHM,713
PDP,163
INL,66
TTM,683
ADM,90
MRK,33
GIS,624
GDP,565
ARP,686
AMS,129
BAF,332
FEN,838
GIS,449
PHS,633
ADM,413
ENS,391
FPA,758
ARP,940
INL,784
PHL,944
ARB,460
GEM,248
ENR,321
CEN,347
ECN,772
MUS,186
INT,67
JOU,983
MEN,932
INT,831
GDP,417
LIR,969
FPA,406
ITL,87
CSC,208
FAP,888
HCM,974
MUM,839
INT,219
MGT,365
HTM,455
FEN,857
FPA,852
ITL,196
AST,987
REG,986
RMC,94
OPR,743
FTP,259
GDP,785
POS,534
TTM,964
MUM,885
HTM,233
MEN,461
AST,25
ECN,766
PES,569
MUS,923
PRM,151
ARB,80
IAF,775
MAD,471
MUE,304
MAD,394
FAP,735
OPR,809
ARB,898
MUE,683
ADM,609
MEN,698
BIO,494
AST,511
NUR,502
MUA,338
PAD,70
AMS,274
FRC,233
COA,741
MUE,935
PDP,204
HUT,565
PSL,505
NTR,324
TRA,332
GIS,135
ARP,762
PHL,198
GEM,256
EEN,777
EPM,163
NUR,198
ENR,612
PHL,726
FTP,425
MRK,17
IAF,141
FTP,928
FPA,87
MRK,323
SOL,542
MUE,295
MGT,115
FAP,305
PSL,434
HEA,816
PSL,614
SOL,393
REG,100
HCM,818
BAF,254
MEN,219
PHL,159
BAD,232
HIT,808
CPL,257
BAD,664
RMC,760
AMS,549
FPA,200
ITL,960
ARP,770
JOU,120
FRC,132
MIS,947
EPM,435
HUT,125
BAD,510
INT,278
HCM,792
CPL,41
GEO,484
ACO,77
RMC,793
GDP,794
MGT,113
ACO,372
REG,702
AMS,530
PRM,99
CJS,76
MAA,483
PSL,992
TRA,333
MLT,274
FRC,476
ECN,984
FAP,540
REG,962
EDU,467
ARB,825
CHM,446
ENS,400
PHL,470
PRM,376
CPL,911
MLT,399
ACO,846
NTR,901
PHS,326
FEN,991
AST,387
NUR,58
MRK,319
FTP,320
FPA,138
SOL,381
HIT,201
HUT,920
ENL,293
FTP,9
ENR,746
HTM,621
FEN,443
NTR,199
FAP,733
RMC,750
GDP,972
GIS,850
GDP,897
ARP,737
FAC,145
SOL,51
ARP,423
AMS,192
PES,20
MAT,427
ENR,414
FTP,82
LTN,504
FBM,742
FAC,894
PHL,207
ADM,738
AMS,815
TTM,94
FTP,971
PRM,949
MIS,129
PRM,141
REG,969
POS,145
PHS,79
GDP,168
CHM,246
PRM,808
IDP,521
MLT,550
CEN,355
ARB,530
PES,585
PHS,86
IDP,126
CSC,222
ARP,980
NTR,529
AMS,700
PSL,818
MEN,165
ITL,554
MUE,151
FEN,157
PDP,150
LAW,829
CJS,134
JOU,635
REG,917
JOU,825
PHL,143
MUA,766
ITL,140
BIO,858
PES,597
HSM,267
STA,407
ARB,867
LAW,112
EDU,75
SOL,248
MRK,55
IAF,456
HCM,644
FAP,838
HUT,702
BIO,779
FBM,6
CJS,485
EEN,996
CHM,233
SPA,663
HSM,993
FEN,148
BAD,55
ITL,244
POS,329
FAC,470
FPA,796
OPR,841
FPA,768
NTR,597
FEN,260
PHS,669
IDP,71
POS,217
INT,342
FAC,574
NGO,940
MGT,527
PDP,199
ENL,154
MAD,210
BIO,173
EDU,600
ECN,885
BIO,138
CPL,194
OPR,783
GIS,200
LIR,358
ARP,338
MUE,725
PHS,143
LTN,625
LIR,756
PAD,712
FEN,719
MLU,779
RMC,42
ENL,533
LIR,197
ARP,232
FTP,139
HCM,240
EPM,778
PHL,543
POS,246
TRA,463
TTM,379
CEN,738
INL,322
LAW,862
MUA,981
NUR,843
ECN,933
STA,937
FRC,745
MAA,268
AMS,780
CSC,757
MUM,436
MLT,478
EDU,81
CSC,984
CHM,529
EDU,434
AMS,651
PHS,939
ENG,138
NGO,265
ACS,340
NTR,409
IDP,277
MAD,746
MIS,224
ACS,959
AMS,743
ITL,151
MLT,844
MUA,388
EPM,709
OPR,637
CPL,612
PHS,673
PAD,941
MLU,849
IDP,231
NUR,696
PES,378
OPR,715
MGT,529
IDP,522
INL,471
MUA,243
RMC,682
MUS,112
GEO,388
HCM,24
ITL,540
LTN,674
SPA,988
FEN,858
HCM,322
FAP,996
FPA,119
POS,184
EPM,956
ACO,733
BAD,816
GIS,18
AST,843
FBM,644
FAP,890
INL,405
AMS,181
CEN,821
HUT,219
HIT,432
REG,548
BIO,530
ACO,615
CHM,450
ENS,698
AST,238
AMS,839
OPR,218
ACO,746
BIO,849
MRK,15
BAF,339
CHM,256
ITL,819
PES,819
LAW,381
OPR,650
FTP,680
IAF,317
ENL,852
CEN,269
COA,73
IDP,355
HIT,579
PHS,367
FEN,703
ENG,446
MUM,970
LAW,226
POS,578
INT,196
POS,230
ACS,585
PDP,943
EPM,875
REG,915
CJS,754
ADM,574
MRK,453
FTP,372
PES,770
FRC,37
MAD,487
LAW,830
RMC,108
BIO,396
MLU,791
ECN,349
LIR,995
GDP,712
IAF,137
OPR,407
MRK,244
GEO,123
MAD,709
MAD,802
ENR,914
IDP,922
EEN,310
MIS,580
SOL,711
FPA,671
MAT,567
MIS,173
PSL,395
ENL,826
PHS,457
HTM,58
HEA,231
HIT,155
SPA,22
PHS,657
PES,650
MLU,316
MEN,715
FTP,667
MUM,894
MAT,399
ECN,734
CPL,318
CHM,848
ECN,837
NGO,815
MIS,74
FBM,297
CJS,201
BIO,594
HIT,614
GIS,962
PSL,92
ACS,229
EPM,269
MLU,730
FAC,556
MLU,577
PAD,605
MGT,290
SOL,372
ACS,227
SPA,605
CHM,154
STA,375
INT,627
HUT,103
MUA,757
MGT,601
JOU,474
ENG,897
TRA,836
FTP,181
MUM,891
PES,822
BIO,967
LIR,292
GDP,756
CJS,624
INT,680
GIS,349
FBM,411
CJS,948
MAT,719
BAD,957
ENR,755
FRC,362
CEN,264
FBM,914
SPA,926
MAT,538
LIR,165
HCM,533
ENS,674
LTN,631
HIT,17
POS,897
AMS,828
MUE,267
ENL,564
ACS,51
TTM,924
ACO,91
HCM,821
BAF,852
PES,860
ENG,860
MUS,822
CEN,508
MGT,202
HSM,109
BAD,240
LTN,687
CEN,375
PDP,299
GEO,22
ENL,630
ENL,910
ACS,499
HTM,406
PHL,454
CPL,732
HUT,319
MUA,688
PDP,168
SPA,662
ENR,116
LIR,606
POS,40
INL,586
GDP,884
MUA,703
LAW,207
MEN,385
HCM,165
HTM,935
PRM,769
MEN,957
MIS,374
ARB,40
NUR,527
SOL,103
ENG,227
ADM,319
HSM,361
IAF,518
PHL,169
EEN,429
MUE,399
HEA,990
LIR,633
ACS,810
INL,645
HSM,966
REG,988
CEN,75
GEM,39
EEN,779
EEN,95
MUS,837
MUA,134
MUA,383
PHS,68
REG,713
BAD,847
CPL,762
MUS,784
